var name, type , #
RTRoassalExample>>exampleforAddWithEdges>>temp>>edges,RTGroup,3
RTGrapherExample>>exampleOccurrencesInBag>>temp>>b,Bag,1
RTLineDecorationExample>>exampleStyledMultiLineStyles>>5>>arg>>b,RTElement,4
RTComposedShapeExample>>exampleNesting2>>1>>arg>>model,RTText class,1,RTExtensibleLabel class,1,RTRoundedBox class,1,RTLineDecoration class,1,RTShape class,1,RTAbstractArrowedLine class,1,RTNoShape class,1,RTBezier3Line class,1,RTSVGPathBezierLine class,1,RTAbstractElementShape class,1,RTDecoratedLine class,1,RTGradientColoredLine class,1,RTLineTail class,1,RTTextPath class,1,RTMultiColoredLine class,1,RTBitmap class,1,RTSVGPathLine class,1,RTDoubleArrowedLine class,1,RTDiamond class,1,RTArrowedLine class,1,RTPolygon class,1,RTStyledLabel class,1,RTEmptyArrowHead class,1,RTSelectiveShape class,1,RTClipBox class,1,RTExtremityLineDecoration class,1,RTArc class,1,RTAbstractLine class,1,RTSVGPath class,1,RTSparkline class,1,RTLine class,1,RTBox class,1,RTLabel class,1,RTCompositeShape class,1,RTLineHead class,1,RTEllipse class,1,RTBezierLine class,1,RTStyledMultiLine class,1,RTOSM class,1,RTSimpleArrowHead class,1,RTDirectedLine class,1,RTEditableLabel class,1,RTMultiLine class,1,RTRotatedLabel class,1,RTArcLine class,1
RTSVGExample>>icon2>>temp>>view,RTView,1
RTSVGExample>>rotatingIcons>>temp>>view,RTView,1
RTMapExample>>exampleCity01>>temp>>b,RTMapBuilder,1
RTColorPaletteExample>>examplePalettes>>temp>>lb,RTLegendBuilder,1
RTGeneralExample>>beziers01>>temp>>shape,RTEllipse,1
RTRoassalExample>>exampleArrow>>1>>arg>>e,SmallInteger,10
RTSunburstBuilderExamples>>exampleBasic>>1>>arg>>cls,TRNoShape class,1,TRTextPath class,1,TRDiamondShape class,1,TRCanvasGridShape class,1,TRPolygonShape class,1,TRExtensibleLabelShape class,1,TRAbstractLineShape class,1,TRLineShape class,1,TRFilledDiamondShape class,1,TRBezier3Shape class,1,TRFilledNarrowArrowHeadShape class,1,TRCompositeShape class,1,TRArcLineShape class,1,TRSimpleArrowShape class,1,TRRotatedLabelShape class,1,TRNoDecoratorShape class,1,TRSVGPath class,1,TRFilledCircleHeadShape class,1,TRBoxShape class,1,TRStyledLineShape class,1,TREmptyNarrowArrowHeadShape class,1,TREmptyArrowHeadShape class,1,TRStyledLabelShape class,1,TRAbstractLineDecoratorShape class,1,TRAbstractBoxShape class,1,TRAbstractArrowHeadShape class,1,TRArcShape class,1,TRCircleHeadShape class,1,TRShape class,1,TREllipseShape class,1,TRTextShape class,1,TRFilledArrowHeadShape class,1,TRSVGPathLineShape class,1,TRBezierShape class,1,TRLabelShape class,1,TROSMShape class,1,TRBitmapShape class,1,TRClipBoxShape class,1,TRRoundedBoxShape class,1
RTCircularTreeMapExample>>example02>>2>>arg>>n,SmallInteger,9
RTSVGExample>>veryBasic>>temp>>element,RTElement,1
RTRoassalExample>>exampleArrowedBezier>>temp>>v,RTView,1
RTSVGExample>>southAmerica2>>1>>temp>>elem,RTElement,13
RTGrapherExample>>exampleMultipleCurvesStacking>>temp>>ds2,RTData,1
RTMondrianExample>>exampleNumbersAndBeziers>>1>>arg>>value,SmallInteger,5984
RTSVGExample>>rabbit>>temp>>s,RTSVGPath,1
RTAnimationExample>>examplePathAnimation>>temp>>els,RTGroup,1
RTExperimentalExample>>exampleTextNamesAndShapes>>1>>arg>>m,Array,4
RTComposedShapeExample>>exampleNamedPopup>>temp>>v,RTView,1
RTRoassalExample>>exampleMovingEdges>>temp>>v,RTView,1
RTGeneralExample>>circles>>temp>>el,RTElement,100
RTSVGExample>>simpleExample>>temp>>element,RTElement,1
RTRoassalExample>>exampleWrappingText>>temp>>lb,RTLegendBuilder,1
RTSunburstBuilderExamples>>basic13>>temp>>b,RTSunburstBuilder,1
RTRoassalExample>>exampleLinkingObjects>>2>>temp>>n,RTElement,8,UndefinedObject,8
RTRoassalExample>>exampleLabellingNodes>>temp>>e4,RTElement,1
RTGrapherExample>>exampleSimpleCurve2>>temp>>ds,RTData,1
RTOpenStreetMapExample>>exampleGraphOnLondon>>temp>>whiteBackground,RTElement,1
RTLineDecorationExample>>exampleStyledMultiLineStyles>>2>>arg>>m,CompiledMethod,37
RTColorPaletteExample>>examplePalettes>>temp>>v,RTView,1
RTTreeMapExample>>exampleCollectionSubclasses>>2>>arg>>cls,Interval class,1,GCollection class,1,WeakSet class,1,Alien class,1,STONTestMap class,1,ObjectFinalizerCollection class,1,FFITypeArray class,1,Collection class,1,Text class,1,SystemDictionary class,1,ByteString class,1,Bag class,1,WeakActionSequence class,1,RelationSet class,1,RTTextLines class,1,RTOrderedCollection class,1,SequenceableCollection class,1,IdentitySet class,1,LinkedList class,1,SortedCollection class,1,AnnouncementSet class,1,IdentityDictionary class,1,SmallDictionary class,1,FreeTypeCacheLinkedList class,1,CompiledBlock class,1,WeakKeyToCollectionDictionary class,1,FloatArray class,1,IntegerFlagAlien class,1,FLLargeIdentityHashedCollection class,1,Symbol class,1,UUID class,1,FFICallbackThunk class,1,IntegerArray class,1,OCLiteralSet class,1,IdentityBag class,1,MethodDictionary class,1,SmallIdentityDictionary class,1,SparseLargeTable class,1,CairoGlyphsArray class,1,WeakArray class,1,VMCallbackContext64 class,1,ZnMultiValueDictionary class,1,WeakValueDictionary class,1,WeakIdentityKeyDictionary class,1,OrderedCollection class,1,ASTCache class,1,NeoJSONObject class,1,PluggableDictionary class,1,ExternalAddress class,1,DependentsArray class,1,VMCallbackContext32 class,1,PluggableSet class,1,Cubic class,1,WeakKeyDictionary class,1,CharacterSetComplement class,1,Bitmap class,1,CompiledMethod class,1,AnnouncementSetWithExclusions class,1,LiteralDictionary class,1,Matrix class,1,SocketAddress class,1,String class,1,Dictionary class,1,WideSymbol class,1,EnumFontFamExProc class,1,OCKeyedSet class,1,FFIExternalArray class,1,GTExampleContext class,1,WideCharacterSet class,1,LOGFONTA class,1,WeakRegistry class,1,FLLargeIdentityDictionary class,1,MetacelloMethodSectionPath class,1,FFICallbackReturnValue class,1,ProcessList class,1,EnumWindowsProc class,1,OCLiteralList class,1,ColorArray class,1,ENUMLOGFONTEXA class,1,HashedCollection class,1,OrderedIdentityDictionary class,1,ByteSymbol class,1,RTTextLine class,1,ShortIntegerArray class,1,KeyedTree class,1,OPENFILENAME class,1,SparseLargeArray class,1,Semaphore class,1,CompiledCode class,1,PointArray class,1,RTGroup class,1,WordArray class,1,WeakOrderedCollection class,1,CharacterSet class,1,OrderedDictionary class,1,WideString class,1,Heap class,1,Set class,1,Array class,1,ArrayedCollection class,1,GLMMultiValue class,1,Stack class,1,RunArray class,1,FLLargeIdentitySet class,1,ByteArray class,1
RTKiviatBuilderExample>>exampleColored2>>1>>arg>>c,Color,12
RTRoassalExample>>exampleClusterLayout>>1>>arg>>e,RTEdge,104
RTGeneralExample>>dragonCurve>>4>>arg>>p2,Point,32764
RTLayoutExample>>exampleHorizontalTree>>1>>arg>>value,SmallInteger,100
RTRoassalExample>>exampleDynamicallyAdding>>temp>>v,RTView,1
RTMondrianExample>>exampleSidesAndRadius>>temp>>edges,RTGroup,1
RTMapExample>>exampleSouthAmericaPopulation>>temp>>countries,Array,1
RTComposedShapeExample>>exampleInnerShapes>>temp>>es,RTGroup,1
RTDSMExample>>exampleTopLabelRotation>>temp>>v,Array,1
RTComposerExample>>exampleClassAnalysis2>>temp>>b,RTMondrian,5
RTRoassalExample>>exampleAnotherTreeLayout>>temp>>elements,RTGroup,1
RTRoassalExample>>exampleBlinking>>2>>arg>>cls,Interval class,1,WeakSet class,1,GCollection class,1,STONTestMap class,1,Alien class,1,ObjectFinalizerCollection class,1,FFITypeArray class,1,Collection class,1,Text class,1,SystemDictionary class,1,Bag class,1,ByteString class,1,WeakActionSequence class,1,RelationSet class,1,RTTextLines class,1,RTOrderedCollection class,1,IdentitySet class,1,SequenceableCollection class,1,LinkedList class,1,AnnouncementSet class,1,SortedCollection class,1,IdentityDictionary class,1,SmallDictionary class,1,FreeTypeCacheLinkedList class,1,CompiledBlock class,1,FLLargeIdentityHashedCollection class,1,FloatArray class,1,IntegerFlagAlien class,1,WeakKeyToCollectionDictionary class,1,Symbol class,1,UUID class,1,IntegerArray class,1,FFICallbackThunk class,1,OCLiteralSet class,1,IdentityBag class,1,MethodDictionary class,1,SmallIdentityDictionary class,1,SparseLargeTable class,1,CairoGlyphsArray class,1,WeakArray class,1,VMCallbackContext64 class,1,ZnMultiValueDictionary class,1,WeakValueDictionary class,1,WeakIdentityKeyDictionary class,1,OrderedCollection class,1,NeoJSONObject class,1,ASTCache class,1,PluggableDictionary class,1,ExternalAddress class,1,DependentsArray class,1,PluggableSet class,1,VMCallbackContext32 class,1,Cubic class,1,WeakKeyDictionary class,1,CharacterSetComplement class,1,Bitmap class,1,LiteralDictionary class,1,AnnouncementSetWithExclusions class,1,CompiledMethod class,1,Matrix class,1,SocketAddress class,1,String class,1,Dictionary class,1,WideSymbol class,1,EnumFontFamExProc class,1,OCKeyedSet class,1,FFIExternalArray class,1,GTExampleContext class,1,FLLargeIdentityDictionary class,1,WideCharacterSet class,1,WeakRegistry class,1,LOGFONTA class,1,MetacelloMethodSectionPath class,1,ProcessList class,1,OCLiteralList class,1,EnumWindowsProc class,1,FFICallbackReturnValue class,1,ColorArray class,1,HashedCollection class,1,ENUMLOGFONTEXA class,1,OrderedIdentityDictionary class,1,ByteSymbol class,1,KeyedTree class,1,RTTextLine class,1,ShortIntegerArray class,1,SparseLargeArray class,1,OPENFILENAME class,1,Semaphore class,1,CompiledCode class,1,PointArray class,1,RTGroup class,1,WordArray class,1,WeakOrderedCollection class,1,CharacterSet class,1,OrderedDictionary class,1,WideString class,1,Heap class,1,Set class,1,Array class,1,ArrayedCollection class,1,GLMMultiValue class,1,Stack class,1,RunArray class,1,FLLargeIdentitySet class,1,ByteArray class,1
RTLayoutExample>>exampleRadial>>1>>arg>>value,SmallInteger,50
RTKiviatBuilderExample>>exampleBudgetChart>>temp>>n,RTMultiLinearColorForIdentity,1
RTGeneralExample>>normalizer01>>temp>>v,RTView,1
RTGrapherScatterplotExample>>exampleAgeOfRoassalAndTrachel>>temp>>ds,RTData,2
RTGeneralExample>>elementZooming>>temp>>originalExtent,Point,1
RTRoassalExample>>exampleLazyFormLoading>>temp>>emptyForm,ColorForm,1
RTRoassalExample>>exampleScales>>temp>>v,RTView,1
RTRoassalExample>>exampleArc>>temp>>view,RTView,1
RTRoassalExample>>exampleAttachPoint>>temp>>e3,RTElement,1
RTGeneralExample>>dragonCurve>>6>>temp>>l,SmallInteger,8191
RTGrapherScatterplotExample>>exampleDateOnXAxis2>>temp>>ds,RTData,1
RTRoassalExample>>exampleLabelAndCircle>>temp>>s,RTCompositeShape,1
RTMapExample>>exampleColoredAfrica>>temp>>b,RTMapBuilder,1
